house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,SecurityDeposit,Status,price_per_sqft,size_bucket,property_id
2 BHK Independent Floor ,765,Manglapuri,Delhi,28.60354996,77.08726501,12000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,15.686274509803921,Medium,142
1 BHK Independent Floor ,360,Dabri,Delhi,28.60726929,77.08944702,8500,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,23.61111111111111,Small,143
3 BHK Independent Floor ,1890,Janakpuri,Delhi,28.60982704,77.10020447,52000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,27.513227513227513,Large,144
2 BHK Independent Floor ,1350,Janakpuri,Delhi,28.62119293,77.09102631,30000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,22.22222222222222,Large,145
3 BHK Independent Floor ,1350,Janakpuri,Delhi,28.62897873,77.08043671,50000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,37.03703703703704,Large,146
2 BHK Independent Floor ,745,Dabri,Delhi,28.61173439,77.08657074,14000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,18.79194630872483,Medium,147
3 BHK Independent Floor ,2025,Janakpuri,Delhi,28.62119293,77.09102631,40000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,19.753086419753085,Large,148
3 BHK Independent Floor ,1350,Janakpuri,Delhi,28.62897873,77.08043671,43000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,31.85185185185185,Large,149
3 BHK Independent Floor ,990,Dabri,Delhi,28.61173439,77.08657074,19000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,19.19191919191919,Medium,150
3 BHK Independent Floor ,1485,Janakpuri,Delhi,28.62119293,77.09102631,42000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,28.282828282828284,Large,151
1 BHK Independent Floor ,540,Bindapur,Delhi,28.61802292,77.07226562,10000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,18.51851851851852,Medium,152
1 BHK Independent Floor ,450,Dabri,Delhi,28.60993385,77.09203339,9000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,20.0,Small,153
2 BHK Independent Floor ,816,Janakpuri,Delhi,28.62119293,77.09102631,32000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,39.21568627450981,Medium,154
2 BHK Independent Floor ,816,Janakpuri,Delhi,28.62119293,77.09102631,32000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,39.21568627450981,Medium,155
3 BHK Independent Floor ,900,Dabri,Delhi,28.60993385,77.09203339,22000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,24.444444444444443,Medium,156
3 BHK Independent Floor ,1800,Dabri,Delhi,28.60977364,77.0915451,21000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,11.666666666666666,Large,157
2 BHK Independent Floor ,720,Janakpuri,Delhi,28.62119293,77.09102631,30000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,41.666666666666664,Medium,158
3 BHK Independent Floor ,1350,Janakpuri,Delhi,28.62119293,77.09102631,43000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,31.85185185185185,Large,159
3 BHK Independent Floor ,1080,Dabri,Delhi,28.60993385,77.09203339,23000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,21.296296296296298,Large,160
3 BHK Independent Floor ,1350,Janakpuri,Delhi,28.62119293,77.09102631,40000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,29.62962962962963,Large,161
2 BHK Independent Floor ,675,Dabri,Delhi,28.60906982,77.08935547,12000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,17.77777777777778,Medium,162
2 BHK Apartment ,720,Sector 19 Dwarka,Delhi,28.58540726,77.04299927,28000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,38.888888888888886,Medium,163
2 BHK Apartment ,720,Sector 8 Dwarka,Delhi,28.57053947,77.07099152,22000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,30.555555555555557,Medium,164
4 BHK Apartment ,2400,Sector 23 Dwarka,Delhi,28.56310081,77.05092621,50000,INR,4.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,20.833333333333332,Large,165
3 BHK Apartment ,1700,Sector 5 Dwarka,Delhi,28.59773827,77.0566864,40000,INR,3.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,23.529411764705884,Large,166
3 BHK Apartment ,1750,Sector 11 Dwarka,Delhi,28.58954048,77.04999542,42000,INR,3.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,24.0,Large,167
4 BHK Apartment ,2400,Sector 4 Dwarka,Delhi,28.60176086,77.04917145,40000,INR,4.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,16.666666666666668,Large,168
3 BHK Apartment ,1700,Sector-18 Dwarka,Delhi,28.58725357,77.03544617,40000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Semi-Furnished,23.529411764705884,Large,169
2 BHK Apartment ,1200,Sector 13 Dwarka,Delhi,28.60261345,77.03928375,36000,INR,2.0,0.0,Unknown,,Posted 18 days ago,No Deposit,Furnished,30.0,Large,170
4 BHK Independent Floor ,1500,Kalyan Vihar,Delhi,28.68982697,77.19462585,39000,INR,3.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Semi-Furnished,26.0,Large,171
2 BHK Apartment ,720,Sector 19 Dwarka,Delhi,28.57625961,77.04273224,30000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,41.666666666666664,Medium,172
1 BHK Independent Floor ,500,Govindpuri Extension,Delhi,28.53482056,77.25739288,11500,INR,1.0,0.0,Unknown,,Posted 19 days ago,No Deposit,Unfurnished,23.0,Medium,173
2 BHK Apartment ,1200,Paschim Vihar,Delhi,28.65725327,77.09198761,32000,INR,2.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Furnished,26.666666666666668,Large,174
2 BHK Apartment ,1200,Paschim Vihar,Delhi,28.65725327,77.09198761,32000,INR,2.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Furnished,26.666666666666668,Large,175
1 BHK Independent Floor ,500,Govindpuri Extension,Delhi,28.53482056,77.25739288,11500,INR,1.0,0.0,Unknown,,Posted 19 days ago,No Deposit,Unfurnished,23.0,Medium,176
4 BHK Independent Floor ,1500,Kalyan Vihar,Delhi,28.68982697,77.19462585,39000,INR,3.0,0.0,Unknown,,Posted 17 days ago,No Deposit,Semi-Furnished,26.0,Large,177
4 BHK Apartment ,2200,Vasant Kunj,Delhi,28.52632713,77.15073395,110000,INR,4.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,50.0,Large,178
1 BHK Apartment ,650,Vasant Kunj,Delhi,28.52456093,77.14914703,26000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,40.0,Medium,179
4 BHK Apartment ,1800,Vasant Kunj,Delhi,28.52632713,77.15073395,85000,INR,4.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,47.22222222222222,Large,180
4 BHK Apartment ,1900,Vasant Kunj,Delhi,28.51709366,77.15979767,80000,INR,3.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,42.10526315789474,Large,181
4 BHK Apartment ,2100,Vasant Kunj,Delhi,28.52384567,77.16378784,90000,INR,4.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,42.857142857142854,Large,182
3 BHK Apartment ,1710,Vasant Kunj,Delhi,28.53014183,77.15651703,53000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,30.994152046783626,Large,183
3 BHK Apartment ,1625,Sector-B Vasant Kunj,Delhi,28.52645111,77.15715027,55000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,33.84615384615385,Large,184
3 BHK Apartment ,1700,Vasant Kunj,Delhi,28.52456093,77.14914703,55000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,32.35294117647059,Large,185
3 BHK Apartment ,1600,Vasant Kunj,Delhi,28.52632713,77.15073395,60000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,37.5,Large,186
1 BHK Apartment ,650,Vasant Kunj,Delhi,28.52456093,77.14914703,26000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,40.0,Medium,187
3 BHK Apartment ,1700,Vasant Kunj,Delhi,28.52632713,77.15073395,60000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,35.294117647058826,Large,188
3 BHK Apartment ,1650,Vasant Kunj,Delhi,28.52456093,77.14914703,65000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,39.39393939393939,Large,189
1 BHK Independent Floor ,600,Govindpuri Extension,Delhi,28.53482056,77.25739288,23000,INR,1.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,38.333333333333336,Medium,190
3 BHK Independent Floor ,1500,Hauz Khas,Delhi,28.55016518,77.19645691,75000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,50.0,Large,191
4 BHK Independent Floor ,2800,Green Park Extension,Delhi,28.55844879,77.20293427,145000,INR,4.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,51.785714285714285,Large,192
2 BHK Independent Floor ,1500,Green Park Extension,Delhi,28.55844879,77.20293427,50000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,33.333333333333336,Large,193
3 BHK Independent Floor ,1600,Safdarjung Enclave,Delhi,28.56470108,77.19415283,90000,INR,3.0,0.0,Unknown,,Posted 5 days ago,No Deposit,Furnished,56.25,Large,194
3 BHK Independent Floor ,1800,Safdarjung Enclave,Delhi,28.56470108,77.19415283,83500,INR,3.0,0.0,Unknown,,Posted 5 days ago,No Deposit,Semi-Furnished,46.388888888888886,Large,195
1 BHK Independent Floor ,600,Govindpuri Extension,Delhi,28.53482056,77.25739288,23000,INR,1.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Furnished,38.333333333333336,Medium,196
4 BHK Independent Floor ,2800,Green Park Extension,Delhi,28.55844879,77.20293427,145000,INR,4.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,51.785714285714285,Large,197
2 BHK Independent Floor ,1500,Green Park Extension,Delhi,28.55844879,77.20293427,40000,INR,2.0,0.0,Unknown,,Posted 3 days ago,No Deposit,Semi-Furnished,26.666666666666668,Large,198
2 BHK Independent Floor ,1700,Green Park Extension,Delhi,28.55907249,77.20407104,50000,INR,2.0,0.0,Unknown,,Posted 3 days ago,No Deposit,Semi-Furnished,29.41176470588235,Large,199
2 BHK Independent Floor ,1500,Green Park Extension,Delhi,28.55844879,77.20293427,50000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,33.333333333333336,Large,200
3 BHK Independent Floor ,1800,Safdarjung Development Area,Delhi,28.55068588,77.20052338,100000,INR,3.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Furnished,55.55555555555556,Large,201
3 BHK Independent Floor ,2350,Panchsheel Enclave,Delhi,28.54448891,77.2288208,85000,INR,3.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,36.170212765957444,Large,202
3 BHK Independent Floor ,1800,Malviya Nagar,Delhi,28.53393173,77.20658875,55000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,30.555555555555557,Large,203
3 BHK Independent Floor ,1500,Hauz Khas,Delhi,28.55016518,77.19645691,75000,INR,2.0,0.0,Unknown,,Posted 7 days ago,No Deposit,Semi-Furnished,50.0,Large,204
2 BHK Independent Floor ,1400,Hauz Khas,Delhi,28.55016518,77.19645691,47000,INR,2.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,33.57142857142857,Large,205
3 BHK Independent Floor ,2400,Panchsheel Enclave,Delhi,28.54448891,77.2288208,90000,INR,3.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,37.5,Large,206
3 BHK Independent Floor ,1800,Safdarjung Development Area,Delhi,28.55068588,77.20052338,110000,INR,3.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,61.111111111111114,Large,207
3 BHK Independent Floor ,1800,Green Park Extension,Delhi,28.55844879,77.20293427,95000,INR,3.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,52.77777777777778,Large,208
2 BHK Independent Floor ,1500,Safdarjung Development Area,Delhi,28.55068588,77.20052338,63000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Semi-Furnished,42.0,Large,209
2 BHK Independent Floor ,1600,Safdarjung Development Area,Delhi,28.55068588,77.20052338,65000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Semi-Furnished,40.625,Large,210
1 BHK Independent Floor ,1200,Green Park Extension,Delhi,28.55550957,77.20198822,50000,INR,1.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,41.666666666666664,Large,211
2 BHK Independent Floor ,1600,Safdarjung Development Area,Delhi,28.55068588,77.20052338,65000,INR,2.0,0.0,Unknown,,Posted a day ago,No Deposit,Semi-Furnished,40.625,Large,212
1 BHK Independent Floor ,1200,Green Park Extension,Delhi,28.55550957,77.20198822,50000,INR,1.0,0.0,Unknown,,Posted a day ago,No Deposit,Furnished,41.666666666666664,Large,213
3 BHK Independent Floor ,1800,Pitampura,Delhi,28.69317627,77.13703156,60000,INR,3.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Furnished,33.333333333333336,Large,214
3 BHK Independent Floor ,1800,Pitampura,Delhi,28.69420052,77.1365509,50000,INR,3.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,27.77777777777778,Large,215
3 BHK Independent Floor ,1800,Pitampura,Delhi,28.6989975,77.1384201,48000,INR,3.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Furnished,26.666666666666668,Large,216
3 BHK Independent House ,1800,Pitampura,Delhi,28.69488335,77.11443329,65000,INR,3.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,36.111111111111114,Large,217
3 BHK Independent Floor ,2200,Defence Colony,Delhi,28.57698059,77.23122406,100000,INR,2.0,0.0,Unknown,,Posted 4 months ago,No Deposit,Unfurnished,45.45454545454545,Large,218
3 BHK Independent Floor ,2200,Defence Colony,Delhi,28.57698059,77.23122406,100000,INR,2.0,0.0,Unknown,,Posted 4 months ago,No Deposit,Unfurnished,45.45454545454545,Large,219
3 BHK Independent Floor ,1800,Lajpat Nagar,Delhi,28.5669384,77.23937225,95000,INR,3.0,0.0,Unknown,,Posted 4 months ago,No Deposit,Semi-Furnished,52.77777777777778,Large,220
2 BHK Independent Floor ,1050,Shastri Nagar,Delhi,28.6752224,77.18372345,24000,INR,2.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Semi-Furnished,22.857142857142858,Large,221
4 BHK Independent Floor ,2700,Green Park Extension,Delhi,28.56001091,77.20487976,120000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,44.44444444444444,Large,222
4 BHK Independent Floor ,2700,Defence Colony,Delhi,28.57263374,77.23251343,190000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,70.37037037037037,Large,223
3 BHK Independent Floor ,1900,Greater kailash 1,Delhi,28.55195999,77.23581696,80000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,42.10526315789474,Large,224
4 BHK Independent Floor ,2700,Safdarjung Enclave,Delhi,28.56470108,77.19415283,150000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,55.55555555555556,Large,225
3 BHK Independent Floor ,2700,Greater kailash 1,Delhi,28.55195999,77.23581696,120000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,44.44444444444444,Large,226
4 BHK Independent Floor ,2700,Hauz Khas,Delhi,28.55016518,77.19645691,150000,INR,5.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,55.55555555555556,Large,227
4 BHK Independent Floor ,3500,Safdarjung Development Area,Delhi,28.55068588,77.20052338,190000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,54.285714285714285,Large,228
3 BHK Independent Floor ,3000,South Extension 2,Delhi,28.56525612,77.22035217,140000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,46.666666666666664,Large,229
3 BHK Independent Floor ,2000,Panchsheel Enclave,Delhi,28.54448891,77.2288208,110000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,55.0,Large,230
3 BHK Independent Floor ,1900,Panchsheel Enclave,Delhi,28.54448891,77.2288208,95000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,50.0,Large,231
3 BHK Independent Floor ,3600,Anand Niketan,Delhi,28.57889748,77.1645813,190000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,52.77777777777778,Large,232
3 BHK Independent Floor ,2500,Safdarjung Enclave,Delhi,28.56470108,77.19415283,80000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,32.0,Large,233
3 BHK Independent Floor ,1800,South Extension 2,Delhi,28.5687809,77.23298645,150000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,83.33333333333333,Large,234
2 BHK Independent Floor ,1500,Safdarjung Enclave,Delhi,28.56470108,77.19415283,70000,INR,2.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,46.666666666666664,Large,235
3 BHK Independent Floor ,1900,Safdarjung Development Area,Delhi,28.55054855,77.20048523,140000,INR,2.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,73.6842105263158,Large,236
3 BHK Independent Floor ,1800,Greater kailash 1,Delhi,28.55195999,77.23581696,95000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,52.77777777777778,Large,237
4 BHK Independent Floor ,4500,Hauz Khas,Delhi,28.54725456,77.20079803,140000,INR,5.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,31.11111111111111,Large,238
3 BHK Apartment ,2700,Green Park Extension,Delhi,28.55907249,77.20407104,90000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,33.333333333333336,Large,239
2 BHK Independent Floor ,1800,Green Park,Delhi,28.55545235,77.20214081,70000,INR,2.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,38.888888888888886,Large,240
3 BHK Independent Floor ,2000,Greater Kailash,Delhi,28.53398132,77.24250031,90000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,45.0,Large,241
3 BHK Independent Floor ,3000,South Extension 2,Delhi,28.56525612,77.22035217,95000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,31.666666666666668,Large,242
2 BHK Independent House ,1800,Greater kailash 1,Delhi,28.55195999,77.23581696,70000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,38.888888888888886,Large,243
3 BHK Independent Floor ,1900,Green Park Extension,Delhi,28.55907249,77.20407104,60000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,31.57894736842105,Large,244
4 BHK Independent Floor ,2000,Hauz Khas,Delhi,28.55016518,77.19645691,150000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Furnished,75.0,Large,245
4 BHK Independent Floor ,2200,Anand Lok,Delhi,28.55719376,77.21904755,190000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,86.36363636363636,Large,246
3 BHK Independent Floor ,2000,East of Kailash,Delhi,28.55607414,77.25844574,80000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,40.0,Large,247
4 BHK Independent Floor ,3200,Vasant Vihar,Delhi,28.55988312,77.15867615,150000,INR,5.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,46.875,Large,248
3 BHK Independent Floor ,3000,Safdarjung Enclave,Delhi,28.56470108,77.19415283,140000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,46.666666666666664,Large,249
3 BHK Independent Floor ,2000,South Extension 2,Delhi,28.56525612,77.22035217,95000,INR,4.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,47.5,Large,250
3 BHK Independent Floor ,2000,Gulmohar park,Delhi,28.55721092,77.21279144,130000,INR,3.0,0.0,Unknown,,Posted 15 days ago,No Deposit,Semi-Furnished,65.0,Large,251
2 BHK Independent Floor ,810,Uttam Nagar,Delhi,28.62089157,77.0579834,10000,INR,2.0,0.0,Unknown,,Posted a month ago,No Deposit,Semi-Furnished,12.345679012345679,Medium,252
2 BHK Independent Floor ,1000,Zone L Dwarka,Delhi,28.63225746,77.07910919,25000,INR,2.0,0.0,Unknown,,Posted 2 months ago,No Deposit,Semi-Furnished,25.0,Medium,253
3 BHK Independent Floor ,2700,Green Park Extension,Delhi,28.55907249,77.20407104,108000,INR,2.0,0.0,Unknown,,Posted 6 days ago,No Deposit,Semi-Furnished,40.0,Large,254
3 BHK Independent Floor ,1800,Rajouri Garden,Delhi,28.64152908,77.12091064,50000,INR,3.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,27.77777777777778,Large,255
4 BHK Independent Floor ,2700,Rajouri Garden,Delhi,28.64152908,77.12091064,65000,INR,4.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,24.074074074074073,Large,256
1 BHK Independent Floor ,450,Govindpuri Extension,Delhi,28.53482056,77.25739288,12000,INR,1.0,0.0,Unknown,,Posted 4 days ago,No Deposit,Semi-Furnished,26.666666666666668,Small,257
3 BHK Independent Floor ,1800,Mansarover Garden,Delhi,28.64325905,77.13282776,55000,INR,3.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,30.555555555555557,Large,258
4 BHK Independent Floor ,2700,Rajouri Garden,Delhi,28.64152908,77.12091064,70000,INR,4.0,0.0,Unknown,,Posted a year ago,No Deposit,Furnished,25.925925925925927,Large,259
3 BHK Independent Floor ,1800,Raja garden,Delhi,28.65216827,77.12533569,50000,INR,3.0,0.0,Unknown,,Posted a year ago,No Deposit,Semi-Furnished,27.77777777777778,Large,260
1 BHK Independent Floor ,360,Dabri,Delhi,28.60906982,77.08935547,8000,INR,1.0,0.0,Unknown,,Posted a month ago,No Deposit,Unfurnished,22.22222222222222,Small,261
3 BHK Independent Floor ,1800,Pitampura,Delhi,28.6989975,77.1384201,70000,INR,3.0,0.0,Unknown,,Posted a month ago,No Deposit,Furnished,38.888888888888886,Large,262
3 BHK Independent Floor ,1050,Shastri Nagar,Delhi,28.67461967,77.18017578,28000,INR,2.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Semi-Furnished,26.666666666666668,Large,263
3 BHK Apartment ,1400,Kalkaji,Delhi,28.5278244,77.26459503,32000,INR,2.0,0.0,Unknown,,Posted 16 days ago,No Deposit,Semi-Furnished,22.857142857142858,Large,264
2 BHK Independent Floor ,550,Shastri Nagar,Delhi,28.67521095,77.18369293,12500,INR,2.0,0.0,Unknown,,Posted 20 days ago,No Deposit,Semi-Furnished,22.727272727272727,Medium,265
3 BHK Independent Floor ,2700,Green Park,Delhi,28.55524445,77.20317078,80000,INR,3.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,29.62962962962963,Large,266
4 BHK Independent Floor ,4500,Panchsheel Park,Delhi,28.54306221,77.21394348,130000,INR,4.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,28.88888888888889,Large,267
2 BHK Independent Floor ,1800,Defence Colony,Delhi,28.57263374,77.23251343,65000,INR,2.0,0.0,Unknown,,Posted 9 days ago,No Deposit,Semi-Furnished,36.111111111111114,Large,268
